"gene_id","L22.1","L22.2","L22.3","R22.1","R22.2","R22.3","L27.1","L27.2","L27.3","R27.1","R27.2","R27.3","L32.1","L32.2","L32.3","R32.1","R32.2","R32.3"
"2607584603",2957,1062,271,1406,1769,2385,175,71,21,3357,2439,2596,1485,1172,709,1132,1517,1108
"2607584605",19,8,6,11,21,26,2,4,4,23,20,16,24,16,6,10,4,10
"2607584609",11,0,0,1,4,10,0,2,2,32,10,14,6,2,0,4,2,2
"2607584613",148,58,24,114,122,150,18,14,6,204,164,152,254,198,113,128,104,115
"2607584614",269,151,45,176,203,247,50,36,16,280,189,202,314,329,181,169,122,144
"2607584616",146,85,46,84,84,108,58,28,16,136,143,98,128,122,60,86,74,73
"2607584617",54,17,2,15,8,30,0,4,0,23,15,19,20,29,1,10,8,7
"2607584618",202,94,32,103,160,136,10,10,2,151,76,97,227,192,106,94,97,101
"2607584622",2230,881,380,930,1091,1351,270,136,54,1878,1338,1253,1754,1510,900,972,1208,1026
"2607584623",12,4,0,9,8,13,0,0,0,8,11,5,3,9,3,10,3,5
"2607584624",129,43,13,57,83,97,16,0,0,75,62,64,92,91,39,41,42,38
"2607584625",76,8,4,24,27,53,4,10,0,77,35,30,75,49,34,17,15,34
"2607584626",42,22,4,20,30,32,4,0,0,30,36,22,70,31,11,17,20,40
"2607584627",12,6,0,7,2,6,0,2,0,7,4,0,3,8,6,9,2,0
"2607584629",197,65,25,101,96,160,39,20,6,256,140,148,221,158,117,131,116,108
"2607584630",615,232,81,402,467,617,85,54,15,701,509,530,603,562,364,248,355,291
"2607584631",121,41,4,78,107,159,6,0,0,102,97,108,89,78,40,23,36,42
"2607584632",5,1,0,0,4,4,0,0,0,2,3,3,1,4,0,1,4,2
"2607584633",14,0,0,4,6,8,0,2,0,12,0,6,0,4,4,4,2,2
"2607584636",694,282,127,189,220,278,118,82,32,505,420,428,907,620,426,421,435,374
"2607584637",13,8,0,0,3,14,2,0,0,13,8,4,1,2,6,14,3,4
"2607584639",227,114,46,68,112,104,28,14,8,198,167,163,220,130,106,133,113,135
"2607584640",799,299,155,559,580,710,140,70,42,453,258,272,749,637,472,230,315,266
"2607584641",12,3,2,11,12,16,0,0,0,14,15,13,10,15,6,12,11,10
"2607584644",15,12,0,8,19,15,6,2,0,33,15,30,28,40,8,25,23,19
"2607584645",49,19,4,37,31,27,18,12,8,56,69,74,77,86,64,61,65,34
"2607584646",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"2607584647",0,0,4,0,0,0,0,0,0,4,4,0,0,4,0,4,0,9
"2607584648",0,1,0,1,0,0,0,0,0,6,8,2,2,1,0,0,0,0
"2607584649",36,12,3,18,19,57,2,0,0,59,59,39,33,37,12,12,36,26
"2607584651",8,2,2,4,8,6,0,0,0,9,9,14,7,0,0,4,10,10
"2607584652",3,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0
"2607584653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584654",0,6,0,0,4,0,0,0,0,6,2,0,3,0,0,0,2,4
"2607584655",6,5,0,9,8,3,0,2,2,9,13,4,13,18,10,6,2,4
"2607584656",62,14,2,23,38,48,6,4,0,97,66,65,75,44,32,46,40,39
"2607584657",3352,1355,534,1427,1649,2000,567,327,101,4409,2997,2855,3741,3179,2217,2384,2600,2297
"2607584659",9,4,0,1,0,4,1,0,0,16,10,14,8,8,7,4,12,4
"2607584660",4,0,0,1,0,7,0,0,0,13,1,3,2,4,2,1,3,3
"2607584661",4,4,2,3,2,2,2,0,0,6,7,12,3,1,1,1,1,12
"2607584662",15,2,2,5,7,4,2,0,0,12,5,6,10,9,5,9,10,9
"2607584663",31,16,0,15,38,23,8,0,0,41,45,18,44,27,8,28,16,22
"2607584664",14,6,0,3,18,20,0,0,2,25,6,13,7,7,10,20,14,16
"2607584665",1583,584,211,562,662,778,322,143,56,1077,1062,984,1923,1804,1080,1035,1031,899
"2607584667",0,0,0,2,0,0,0,0,0,7,2,2,0,4,0,0,1,0
"2607584669",355,119,22,129,181,215,29,16,8,348,248,256,227,238,123,179,175,176
"2607584670",388,167,56,136,161,191,62,33,10,415,280,183,275,233,140,162,239,175
"2607584671",3607,1576,614,1681,2013,2249,501,288,68,4616,3113,2047,2883,2195,1554,2037,2697,2445
"2607584672",3417,1331,473,1420,1665,1969,360,211,58,4507,2767,2354,2738,2210,1448,2141,2861,2713
"2607584673",29,7,2,18,12,73,0,0,4,22,24,24,32,22,8,12,22,8
"2607584674",8,10,0,3,4,15,0,4,0,6,4,12,9,4,2,4,4,2
"2607584675",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"2607584676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584680",0,0,0,1,0,0,0,0,0,9,6,4,4,0,0,0,3,2
"2607584681",489,278,150,320,363,367,168,83,66,625,471,450,523,527,384,469,485,438
"2607584682",0,0,0,0,0,3,0,0,0,0,6,5,2,3,0,0,2,0
"2607584683",43,30,7,13,13,18,6,0,0,51,26,47,47,36,36,30,29,28
"2607584684",23,2,0,6,21,14,0,0,0,39,14,11,25,22,18,9,16,13
"2607584686",54,14,7,20,33,20,6,0,0,16,18,20,17,21,11,15,29,24
"2607584688",616,293,129,276,380,325,140,66,30,443,317,363,571,504,293,359,392,305
"2607584689",26,12,0,12,12,9,0,0,0,19,4,6,13,11,3,5,5,11
"2607584690",9,6,0,1,2,3,0,4,0,12,8,5,3,6,2,4,3,2
"2607584691",102,30,6,57,36,76,2,0,0,73,52,40,73,45,17,18,20,11
"2607584692",1197,548,295,497,570,619,173,101,32,445,346,259,522,475,338,291,271,273
"2607584693",258,141,45,134,167,177,34,9,2,114,88,102,195,135,88,97,86,112
"2607584694",819,238,88,262,296,349,32,27,2,230,187,186,301,311,187,165,124,160
"2607584695",8,2,4,2,2,0,0,0,2,16,0,7,11,4,10,5,10,4
"2607584696",1,0,0,2,1,2,0,0,0,3,2,1,1,1,3,2,1,2
"2607584697",4,2,0,6,2,4,0,0,0,0,4,0,0,2,2,2,1,1
"2607584698",186,79,33,124,150,137,76,54,16,376,294,249,310,339,248,407,390,366
"2607584699",29,8,4,14,9,22,2,3,2,31,29,23,30,40,18,41,19,29
"2607584700",1,0,1,7,5,4,0,0,0,12,16,7,8,7,10,10,10,10
"2607584702",334,172,87,191,248,263,95,84,30,491,251,234,466,400,365,367,415,375
"2607584703",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2607584704",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2607584705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584707",15394,6820,3204,5968,7494,8286,2334,1223,366,9206,5764,4091,9921,8852,6131,6746,8577,10943
"2607584710",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"2607584711",0,0,0,0,3,4,0,0,0,3,6,2,1,9,0,0,3,0
"2607584712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584714",0,0,0,2,0,0,0,0,0,9,0,8,2,2,0,0,0,2
"2607584716",2221,1071,564,1317,1406,1386,570,347,126,1947,1688,1758,2962,2825,1962,1716,1628,1508
"2607584718",107,48,21,69,76,98,28,12,2,115,52,81,130,109,81,51,69,93
"2607584719",31,20,10,29,17,39,8,6,2,46,29,31,20,25,11,14,21,15
"2607584720",35,30,24,49,37,39,10,6,2,67,68,72,56,61,34,35,41,40
"2607584721",174,81,26,103,60,107,30,26,12,205,119,161,209,150,87,97,121,126
"2607584722",87,20,20,48,50,78,20,14,5,176,120,103,132,97,102,88,127,88
"2607584728",93,42,10,67,88,102,12,9,4,174,107,95,127,103,92,50,122,121
"2607584730",79,29,12,39,52,40,17,12,2,61,85,23,68,59,45,50,33,35
"2607584731",126,43,18,45,78,80,16,4,4,101,104,98,116,93,77,108,82,115
"2607584732",17,17,3,15,12,19,8,2,0,36,30,26,37,28,17,35,18,9
"2607584733",31,15,5,19,31,39,2,0,0,56,49,44,46,32,23,59,48,48
"2607584734",30,2,4,13,12,13,4,2,0,46,31,22,28,39,12,18,14,21
"2607584736",686,226,58,175,244,281,48,36,4,369,215,324,493,352,209,245,276,265
"2607584737",13,7,0,10,9,22,0,0,0,15,8,10,18,9,11,4,8,4
"2607584739",1672,715,183,1004,1195,1355,265,149,32,2907,1812,1709,2311,1777,1114,1681,1720,1486
"2607584742",106,67,23,54,54,77,16,4,5,81,37,65,84,41,47,56,38,34
"2607584743",170,84,30,89,115,137,28,25,8,208,178,141,158,141,96,114,109,113
"2607584745",139,77,40,123,115,136,12,12,8,252,145,120,238,185,108,88,81,95
"2607584746",236,93,66,145,148,176,21,25,12,268,186,239,286,197,136,142,116,167
"2607584747",5372,2689,1594,3267,4257,3791,994,675,314,9488,5673,6432,4031,3179,2538,5614,5249,5082
"2607584748",773,249,41,517,514,744,44,36,2,2466,1451,1453,861,676,377,561,818,548
"2607584749",257,61,58,142,155,191,37,42,12,528,266,249,239,186,126,233,318,241
"2607584750",506,237,118,356,400,470,237,111,52,1036,590,649,698,630,457,504,525,520
"2607584751",173,78,16,147,154,182,28,7,12,360,240,196,225,178,92,131,179,159
"2607584752",33,6,0,7,6,12,0,4,0,23,17,12,13,11,4,8,0,10
"2607584754",26,6,3,15,11,7,3,2,0,14,13,13,23,15,13,19,1,19
"2607584755",76,29,14,51,52,80,16,17,4,125,54,55,97,76,42,48,102,87
"2607584757",490,188,48,199,266,348,57,44,10,741,496,446,634,527,318,366,386,403
"2607584758",1263,440,135,721,692,1011,142,64,6,1403,935,1005,991,721,525,649,759,531
"2607584759",2943,1204,477,1655,1953,2467,395,230,54,3490,2837,3029,2740,2328,1380,2293,2409,2186
"2607584761",153,41,6,78,54,83,0,2,0,207,106,77,162,107,54,72,58,54
"2607584766",217,63,12,76,52,95,8,15,6,440,201,219,314,240,126,183,226,137
"2607584770",1799,617,106,835,1035,1396,124,57,14,2498,1708,1727,1784,1273,685,861,1141,890
"2607584771",562,213,23,348,374,467,47,12,6,572,418,426,345,279,196,249,389,281
"2607584773",2,0,0,3,0,7,0,0,0,15,4,6,4,3,0,1,0,2
"2607584774",409,172,70,148,175,240,98,36,18,364,320,316,1136,996,579,339,357,352
"2607584775",331,93,14,114,120,131,42,26,4,177,111,123,318,290,153,129,114,104
"2607584776",1037,414,146,511,473,573,266,150,54,984,796,732,1945,1606,891,542,643,627
"2607584777",34,3,4,14,11,12,0,1,1,28,16,22,29,32,4,4,13,5
"2607584778",84,50,20,29,37,50,34,36,16,102,41,74,186,143,104,122,106,80
"2607584779",71,26,12,27,29,52,16,2,8,110,66,53,69,109,55,66,75,57
"2607584780",418,212,108,236,330,320,91,88,53,599,389,392,536,548,382,367,366,310
"2607584786",289,118,42,86,109,153,32,22,14,295,160,154,392,325,218,164,167,145
"2607584788",484,143,32,122,155,202,36,16,2,260,159,151,265,163,136,131,162,151
"2607584789",146,48,4,45,54,80,14,14,2,88,61,78,179,114,82,70,66,54
"2607584792",142,57,15,76,97,91,16,12,2,85,66,85,143,110,54,35,45,42
"2607584793",2410,1373,646,1206,1658,1563,631,320,138,1279,1093,960,3724,3482,2355,2555,2400,2255
"2607584795",1134,309,102,476,538,653,88,72,4,755,561,520,995,772,470,495,647,521
"2607584797",181,61,24,91,75,110,28,22,6,159,77,93,206,186,94,145,142,106
"2607584798",7,4,0,3,4,9,0,0,0,2,3,3,9,0,1,2,4,3
"2607584799",181,92,24,77,129,122,22,16,4,127,113,94,217,172,92,83,102,127
"2607584800",310,109,55,130,215,199,86,34,24,369,277,255,474,390,260,279,295,319
"2607584801",333,131,77,134,184,203,50,14,4,309,238,320,1016,911,458,395,448,446
"2607584803",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"2607584805",9749,4353,2007,4823,5863,6710,1427,682,247,11483,8384,8857,9631,8216,5198,9417,9148,8675
"2607584806",1235,489,183,573,677,789,148,64,8,1262,1002,1054,1265,1157,620,1137,935,971
"2607584809",135,73,7,91,98,150,11,10,4,260,151,203,198,132,94,122,157,145
"2607584811",471,215,67,322,322,359,78,35,10,602,408,411,600,473,286,372,379,337
"2607584813",56,31,4,38,34,50,10,0,0,96,46,46,75,47,30,15,34,39
"2607584814",45,9,0,17,32,34,6,4,0,77,37,54,43,49,20,32,29,31
"2607584817",4336,1930,640,1422,1918,2028,316,174,54,2236,1440,1559,1967,1654,1021,958,1143,1078
"2607584819",495,202,65,167,231,242,65,40,14,353,251,201,430,382,268,257,278,263
"2607584820",216,103,37,91,93,140,12,9,2,158,88,115,224,164,120,133,124,105
"2607584821",23,0,0,4,5,13,2,0,0,9,7,5,10,10,0,1,9,0
"2607584822",7,2,0,5,3,4,0,5,4,16,10,12,15,10,5,8,11,3
"2607584823",1246,683,307,867,989,1079,365,237,115,1924,1461,1185,1421,1258,856,1709,1643,1552
"2607584825",56,20,14,18,30,33,2,4,0,54,37,11,59,32,39,23,31,18
"2607584827",5,2,2,5,11,4,0,2,0,8,15,12,11,9,4,6,9,7
"2607584828",0,0,0,0,0,1,0,0,0,14,6,1,9,1,3,0,6,3
"2607584829",49,16,2,39,46,38,10,16,1,115,70,68,50,43,45,38,48,62
"2607584830",83,40,14,586,1600,1098,30,6,16,3767,4026,2777,40,51,62,403,937,1102
"2607584831",32,30,6,217,564,431,2,2,6,1559,1766,1091,25,27,18,140,391,408
"2607584832",808,320,106,4282,11401,10752,51,46,8,93965,68836,62680,711,622,329,4166,8421,7678
"2607584833",683,281,71,3220,10107,7572,48,37,4,47657,36339,34743,383,324,257,1160,2414,2418
"2607584834",18,8,12,36,89,44,4,2,6,440,460,266,22,13,12,70,118,162
"2607584835",15,8,0,24,80,65,0,6,7,369,343,230,9,12,2,75,161,160
"2607584837",21,15,8,40,107,83,2,4,4,972,972,661,8,19,5,164,220,295
"2607584838",229,110,6,104,160,127,24,4,4,261,229,212,230,191,119,111,134,125
"2607584839",115,40,20,92,51,75,12,8,0,169,133,103,136,58,72,58,60,72
"2607584840",108,59,32,56,65,47,16,32,8,139,71,88,92,100,73,81,64,69
"2607584841",3,2,0,2,0,4,0,0,0,7,4,2,1,0,0,1,0,0
"2607584842",5,0,0,3,0,0,0,0,0,2,0,2,0,0,0,3,0,0
"2607584845",177,55,7,83,130,153,8,6,0,197,126,136,226,156,106,93,115,111
"2607584846",917,332,123,353,420,498,98,37,12,481,414,407,653,479,284,308,318,341
"2607584856",45,13,10,26,19,35,4,8,0,38,25,33,34,22,19,36,19,16
"2607584857",1022,505,252,612,782,738,189,114,22,1082,742,733,1074,1043,736,712,816,754
"2607584858",31,25,6,30,26,14,4,0,1,84,41,18,71,53,27,28,25,19
"2607584859",3,2,0,0,3,1,0,0,0,6,4,5,11,8,3,3,9,5
"2607584860",2,0,0,4,2,2,0,0,4,17,6,17,16,5,10,4,15,2
"2607584861",2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,5
"2607584862",38,28,8,16,24,44,13,10,6,74,88,75,115,138,68,74,76,93
"2607584863",31,0,2,15,3,11,10,2,0,10,17,19,12,30,5,14,15,7
"2607584864",53,34,12,48,26,45,26,2,2,62,54,58,60,51,29,36,45,36
"2607584865",3,3,0,4,4,3,0,0,0,4,2,5,28,2,4,0,14,0
"2607584866",45,20,0,13,36,45,8,2,4,59,47,37,52,42,24,27,18,22
"2607584867",7,0,0,3,4,7,0,2,0,5,5,1,3,2,4,2,4,6
"2607584868",4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"2607584869",70,22,18,34,50,50,14,7,0,41,48,51,84,82,34,40,49,46
"2607584870",34,22,2,16,20,29,4,8,2,40,24,37,56,52,20,16,20,24
"2607584871",573,270,81,268,336,325,64,22,10,395,259,339,368,291,149,219,204,215
"2607584872",1434,623,286,838,1006,1164,234,106,14,1312,1041,1063,1414,1297,938,645,698,622
"2607584873",5,0,0,1,4,2,0,0,0,4,2,0,2,1,2,0,1,0
"2607584875",1362,827,408,995,1142,1111,441,308,108,2636,1926,1937,2182,1741,1408,2063,1850,1894
"2607584876",2,4,0,6,0,7,2,0,0,0,0,2,0,0,2,0,4,2
"2607584886",691,292,119,355,463,497,108,80,32,900,497,588,703,568,320,446,401,431
"2607584888",215,140,122,359,457,367,109,78,46,189,199,230,271,281,187,116,124,122
"2607584889",206,62,44,70,78,83,39,16,2,168,109,116,256,170,115,150,121,94
"2607584890",241,153,27,103,155,143,65,31,16,238,201,152,502,420,212,285,280,216
"2607584891",5458,3778,2120,4085,5239,5108,1202,711,288,2408,4721,3911,2563,2696,2170,3204,3396,4344
"2607584895",3103,2047,809,1839,2470,2454,573,336,46,1498,2715,2147,1558,1775,1330,1770,2232,2830
"2607584896",6726,3260,1288,2896,3927,4659,945,442,111,3174,4621,3721,3744,3835,2342,2512,3430,4078
"2607584897",164,58,18,81,82,74,56,26,4,278,194,219,393,381,219,162,215,168
"2607584898",26,7,0,14,20,7,0,2,0,4,5,14,10,0,6,9,2,10
"2607584899",39,29,9,12,23,20,3,3,0,16,19,16,25,17,14,8,17,21
"2607584902",33,2,0,4,12,10,2,0,0,26,18,18,28,15,6,14,6,13
"2607584904",0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,2,2
"2607584905",75,30,6,32,44,45,14,3,2,40,30,51,31,75,21,52,52,20
"2607584906",8,4,0,8,8,0,0,0,0,6,2,12,10,2,4,0,0,5
"2607584907",4,0,0,2,0,3,0,0,0,4,4,3,2,10,2,4,1,6
"2607584908",275,131,63,125,178,128,84,38,22,270,226,212,609,565,388,176,260,269
"2607584909",70,30,24,36,49,43,16,4,12,62,35,47,64,66,34,38,41,47
"2607584916",1911,953,514,1130,1513,1313,626,429,155,1627,1366,1414,1715,1527,1064,1253,1059,1037
"2607584917",4764,2492,1289,2115,2461,2575,1165,727,214,3596,3020,2675,4958,4438,3140,3210,3056,2992
"2607584919",0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0
"2607584920",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2607584921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584922",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2607584923",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2607584924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2607584934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607584936",1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
"2607584939",1719,747,336,499,691,630,166,126,22,547,610,532,1196,1073,762,420,388,398
"2607584940",297,149,20,86,92,131,24,9,6,129,93,100,259,189,117,42,82,66
"2607584941",4,2,0,6,4,4,0,2,0,6,8,8,23,21,8,4,8,2
"2607584942",2,6,6,4,4,4,0,0,1,13,4,12,14,17,6,8,7,4
"2607584945",1,0,0,2,0,0,0,2,0,7,2,0,0,0,0,2,0,2
"2607584946",280,142,24,125,168,119,34,14,0,390,275,230,242,218,131,167,205,221
"2607584947",275,139,52,169,170,192,65,28,6,276,180,184,254,223,157,162,197,157
"2607584948",15,5,0,5,11,24,0,4,0,27,20,15,27,14,7,6,11,14
"2607584950",115,30,9,32,51,42,2,2,0,40,40,39,63,77,57,39,52,48
"2607584951",95,35,10,35,40,76,14,4,2,87,29,45,86,74,39,32,60,58
"2607584952",10,2,2,0,0,1,2,0,0,2,0,0,0,0,2,0,0,0
"2607584953",41,30,2,10,12,23,2,0,2,10,22,16,62,25,12,20,29,22
"2607584954",1607,682,284,655,675,740,406,239,60,1222,1038,980,1630,1582,911,822,819,783
"2607584955",199,66,30,95,111,118,18,24,12,264,162,157,212,176,138,156,166,151
"2607584959",12,2,0,2,2,2,0,0,0,12,10,5,6,8,2,0,8,9
"2607584963",99,44,14,67,89,119,13,16,14,216,196,218,167,105,86,141,134,92
"2607584965",6,12,2,8,4,10,4,2,0,14,20,10,34,18,20,6,11,20
"2607584966",269,133,51,131,135,168,52,34,8,240,206,180,332,290,194,209,197,186
"2607584967",0,2,0,0,1,0,0,0,0,6,0,0,0,3,0,0,2,0
"2607584970",134,39,18,38,47,72,34,16,6,164,143,95,146,154,56,113,109,108
"2607584972",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0
"2607584973",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"2607584974",36,48,28,59,41,46,12,14,14,87,69,37,82,67,34,60,60,68
"2607584975",11,4,4,2,4,8,6,0,2,2,2,8,8,1,4,0,7,3
"2607584976",1293,709,290,629,893,969,206,87,44,1120,898,811,911,752,587,854,798,735
"2607584979",53,5,15,39,33,41,6,0,0,83,46,26,49,24,18,33,35,26
"2607584980",8,1,0,9,23,16,1,2,0,24,17,17,19,12,7,3,5,5
"2607584981",89,32,4,29,52,97,10,0,0,76,61,67,74,37,8,24,42,28
"2607584983",0,0,2,0,0,0,0,0,0,4,4,2,0,0,0,0,0,4
"2607584984",57,10,15,22,13,33,0,6,2,68,64,50,32,46,30,64,46,63
"2607584986",28,8,2,16,11,12,4,6,0,35,36,23,48,45,26,11,27,32
"2607584987",70,56,18,20,29,41,28,2,0,31,57,37,118,102,70,65,52,47
"2607584988",126,67,32,50,76,70,28,14,4,66,40,40,134,121,54,52,73,73
"2607584989",344,170,124,155,155,188,78,72,18,243,182,198,251,242,149,259,173,186
"2607584990",16,12,4,18,8,24,6,0,2,14,6,13,7,2,6,6,17,3
"2607584992",766,417,244,355,412,488,138,92,39,677,486,562,643,598,344,370,423,363
"2607584993",2,0,1,1,0,1,0,0,0,4,2,0,2,5,0,1,0,0
"2607584994",8,2,0,6,2,4,0,0,0,6,1,4,1,2,0,2,7,0
"2607585000",172,65,18,73,149,92,17,7,2,72,87,79,227,223,120,109,103,113
"2607585001",232,69,19,111,176,210,18,10,1,108,74,95,123,115,76,82,95,92
"2607585003",535,265,102,260,254,303,102,68,20,404,380,299,554,476,366,285,297,295
"2607585004",1588,666,464,1065,1250,1145,502,305,132,1514,1224,1432,2074,2038,1446,1760,1517,1573
"2607585007",145,59,21,54,69,60,12,16,4,122,111,76,190,118,89,80,104,109
"2607585010",56,22,12,50,46,47,11,5,8,102,88,49,72,53,48,68,74,51
"2607585011",143,114,88,237,227,232,46,48,32,352,275,178,163,208,171,222,199,246
"2607585012",160,67,34,152,168,200,26,21,12,288,173,144,197,174,167,144,186,158
"2607585013",45,23,10,24,58,51,12,5,4,130,38,61,69,48,75,44,60,61
"2607585014",113,72,32,77,72,53,30,20,12,98,74,74,164,135,72,86,92,83
"2607585015",33,18,8,29,37,34,10,0,2,53,39,40,62,31,33,32,32,44
"2607585016",116,68,36,95,89,65,34,24,10,120,83,54,119,102,78,89,78,62
"2607585018",87,37,40,85,56,50,111,44,52,101,97,134,263,268,159,138,100,124
"2607585020",2,0,0,2,2,2,3,0,0,4,0,0,2,3,3,5,0,4
"2607585021",6,2,2,4,2,0,0,2,1,6,4,6,6,14,10,2,0,4
"2607585022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607585023",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2607585027",2,0,0,1,0,2,0,0,0,4,2,2,8,12,0,1,7,2
"2607585028",11385,5404,3189,7580,9105,10110,3350,2403,1005,23504,17089,14509,19115,17084,11933,9925,11620,9459
"2607585032",1019,455,152,609,750,844,127,86,20,1038,778,873,1243,1072,668,640,730,738
"2607585034",87,38,14,35,54,55,7,2,0,112,76,84,92,113,73,53,104,55
"2607585035",0,0,0,4,0,5,0,0,0,2,0,4,2,4,0,6,2,0
"2607585036",8,10,14,53,29,66,18,8,14,183,114,104,96,89,61,81,87,114
"2607585040",40,18,2,10,10,16,6,8,0,12,9,10,40,20,25,12,11,2
"2607585041",35,7,0,9,10,13,8,0,0,10,8,4,40,33,19,10,13,10
"2607585042",8,0,0,0,2,2,0,0,1,0,4,2,12,2,3,3,0,2
"2607585044",4,0,0,2,0,0,0,0,0,0,6,4,0,3,0,2,0,0
"2607585047",0,4,0,0,0,0,0,0,0,1,4,1,3,1,0,0,3,0
"2607585048",86,30,12,40,51,47,6,12,8,124,75,75,84,76,49,62,49,28
"2607585049",146,48,26,129,100,157,21,16,2,331,186,214,252,163,116,119,150,143
"2607585052",14,2,0,2,5,2,2,0,1,13,14,10,18,20,6,6,4,8
"2607585054",9,2,2,0,0,3,0,0,0,10,0,1,13,6,0,1,2,2
"2607585055",380,246,129,286,304,291,145,88,42,465,394,427,443,502,288,484,420,400
"2607585057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"2607585058",2,4,0,0,0,6,0,0,4,3,3,4,2,4,0,0,5,0
"2607585063",493,187,97,568,535,717,57,49,16,1219,1104,929,595,492,360,577,623,488
"2607585065",820,387,102,1122,1463,1483,95,46,12,2118,1998,2074,793,693,433,1356,1183,973
"2607585066",447,202,109,503,536,599,89,65,38,814,875,868,305,198,175,526,438,380
"2607585067",2,1,0,6,10,6,0,2,2,17,7,8,4,2,4,0,1,0
"2607585070",368,151,74,265,315,342,69,30,19,399,434,393,303,256,153,231,236,170
"2607585073",322,121,39,228,243,336,60,37,4,530,397,348,520,377,214,254,284,244
"2607585074",27,5,0,39,22,40,0,0,0,59,25,29,25,24,20,7,24,17
"2607585077",2,2,0,1,4,6,0,2,0,3,4,9,6,2,0,0,8,2
"2607585078",33,10,2,27,11,22,2,8,0,53,34,32,30,25,27,22,24,28
"2607585079",9,4,2,10,8,14,2,4,0,27,10,11,27,2,1,6,5,7
"2607585080",592,347,204,406,540,531,321,232,130,912,686,713,785,647,508,831,654,714
"2607585082",2497,958,412,1330,1427,1606,298,150,53,1466,1290,1088,1776,1450,899,988,932,982
"2607585086",56,14,0,39,27,42,2,6,0,48,33,35,44,27,13,14,33,31
"2607585087",29,11,3,18,6,19,0,0,0,17,14,20,14,12,15,15,15,12
"2607585088",0,2,0,3,2,9,0,0,0,13,8,6,5,8,4,0,2,0
"2607585089",169,94,26,78,138,128,33,14,4,205,102,113,201,145,111,97,114,104
"2607585090",32,11,2,11,11,20,4,4,2,38,30,8,27,27,38,18,35,24
"2607585091",78,27,18,29,25,28,18,6,2,68,38,54,57,76,37,35,49,50
"2607585092",24,0,3,9,2,10,2,0,0,18,3,12,19,14,9,14,9,2
"2607585094",22,8,2,7,15,24,0,0,0,34,23,15,13,30,8,12,2,12
"2607585097",520,241,106,328,401,475,127,77,26,1129,799,901,884,855,619,647,733,591
"2607585100",406,158,122,168,250,238,54,46,19,308,184,224,292,282,170,189,193,177
"2607585101",128,62,54,34,80,56,76,48,18,115,64,110,227,194,148,88,91,73
